Startup Name,Link,Country,Category,Social Links,Pitch
Holiwise,https://websummit.com/appearances/lis24/6ed7fd64-8133-4edb-86e6-05de233b62a9/holiwise,United Kingdom,Travel & hospitality,"{'linkedin': 'https://www.linkedin.com/company/holiwise', 'crunchbase': 'https://www.crunchbase.com/organization/holiwise', 'com/holiwiseuk': 'https://instagram.com/holiwiseuk', 'holiwise': 'https://www.holiwise.com/'}",Holiwise's vision is to become a global Travel Agency 2.0. We leverage AI to streamline the entire planning process for group trips.
Holocrow,https://websummit.com/appearances/lis24/c3fa0485-d94e-458a-954d-6109c3f23575/holocrow,Estonia,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/holocrow', 'com': 'https://holocrow.com'}",Raise your efficiency in your Retail & FMCG business with Holocrow.
Hololink ApS,https://websummit.com/appearances/lis24/5099e9bb-2eb5-4959-ab17-a1a347d36d09/hololink-aps,Denmark,"Gaming, VR & AR","{'linkedin': 'https://www.linkedin.com/company/hololink', 'crunchbase': 'https://www.crunchbase.com/organization/hololink', 'com/hololink': 'https://instagram.com/hololink.io', 'io': 'https://hololink.io', 'facebook': 'https://www.facebook.com/Hololink.io', 'hololink': 'https://www.hololink.io'}","Create and distribute interactive AR experiences on smartphones. No-code. AI enhanced tools. Augmented Reality creation, made easy."
HomeSurv,https://websummit.com/appearances/lis24/e0283b5e-1bae-402c-87d1-5df39054b781/homesurv,N/A,SaaS,{},N/A
HoneyMonitor,https://websummit.com/appearances/lis24/0d47bccd-d41b-4529-a162-a9a99b384e14/honeymonitor,Portugal,Security,{'com': 'https://HoneyMonitor.com'},Network Intrusion Detection in Minutes. Deploy our cloud honeypots & get instant notifications on early stage intrusions. Sign-up Now!
Hoo Knows It,https://websummit.com/appearances/lis24/55686d51-2143-426c-bc9f-added3892215/hoo-knows-it,Serbia,Education,"{'com/ServalIT_ns': 'https://x.com/ServalIT_ns', 'hooknowsit': 'https://www.hooknowsit.com'}",Engage and energize your audience with our interactive quiz app. Real-time competition and fun - perfect for learning and events!
hoorai,https://websummit.com/appearances/lis24/e67aa00c-7643-457d-9888-1b8153d37e5a/hoorai,Germany,HR & recruitment,"{'linkedin': 'https://www.linkedin.com/company/hoorai-io', 'io/': 'https://hoorai.io/'}","hoorai is the internal team matching platform for successful (project) teams, rooted in science. hoorai: Unleashing talent. Uniting teams."
Hope for men,https://websummit.com/appearances/lis24/baeb747c-9faa-45b9-8adf-4b0ae82fd06e/hope-for-men,Germany,Healthtech & wellness,"{'inkedin': 'https://www.inkedin.com/company/hopeformen', 'com/hope_for_men': 'https://instagram.com/hope_for_men', 'hopeformen': 'https://www.hopeformen.org/'}",Hope for Men is an online platform dedicated to supporting male survivors of sexual trauma
Horizon Data Wave,https://websummit.com/appearances/lis24/57e0397d-ed90-4e85-b027-4f094b33b877/horizon-data-wave,Netherlands,AI & machine learning,{'ai': 'https://horizondatawave.ai'},AI agents supplying real-time knowledge on companies and individuals to boost your sales and marketing performance.
Horizons Architecture AI Systems,https://websummit.com/appearances/lis24/706dd764-f0a9-4a48-ae06-39afbaee3616/horizons-architecture-ai-systems,Switzerland,AI & machine learning,{'ai/': 'https://horizonsarchitecture.ai/'},"HA leverages AI, hybrid human-machine systems and augmented collective intelligence to empower organizations transform complex endeavors."
Horux Medical,https://websummit.com/appearances/lis24/b1bbb97b-aad4-479f-92b0-bd9bce0a2c99/horux-medical,Spain,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/18970783', 'com/himalayacomputing': 'https://instagram.com/himalayacomputing', 'facebook': 'https://www.facebook.com/himalayacomputing', 'com': 'https://horuxmedical.com'}",Collaborative VR Platform for Health and Surgery Teaching and Training
HostyAI,https://websummit.com/appearances/lis24/744b46b1-efb0-499a-8d37-484b39c03970/hostyai,Portugal,Travel & hospitality,"{'linkedin': 'https://www.linkedin.com/company/hostyai', 'com/HostyAi': 'https://x.com/HostyAi', 'hostyai': 'https://www.hostyai.com'}","Revolutionize your hosting experience - Smart AI assistant that automates all guest communications, making property management effortless."
Hotball.ai,https://websummit.com/appearances/lis24/136ab20f-8d56-4cc8-bf23-f6106ccf2773/hotball.ai,Ukraine,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/hotball-ai', 'ai': 'https://hotball.ai'}",A co-pilot for founders and venture builders
Hotta,https://websummit.com/appearances/lis24/f61a6b51-8413-41c3-ad15-63ba3b1097d4/hotta,Spain,Energy & utilities,"{'linkedin': 'https://www.linkedin.com/company/therminer', 'crunchbase': 'https://www.crunchbase.com/organization/therminer', 'com/therminerspain': 'https://instagram.com/therminerspain', 'facebook': 'https://www.facebook.com/therminer', 'es': 'https://hotta.es'}",Hotta slashes data center cooling expenses and repurposes surplus heat to fuel industrial and residential heating systems.
HousingBase.io,https://websummit.com/appearances/lis24/34c028c6-1983-4249-be68-d148bc9ce571/housingbase.io,United States,Data & analytics,"{'linkedin': 'https://www.linkedin.com/company/housing-base', 'crunchbase': 'https://www.crunchbase.com/organization/housing-base', 'com/housingbase': 'https://instagram.com/housingbase', 'com/Housing_Base': 'https://twitter.com/Housing_Base', 'facebook': 'https://www.facebook.com/HousingBaseSanAntonio', 'io/': 'https://housingbase.io/'}","Unlocking the power of AI and untapped government data to scale GovTech, PropTech and FinTech solutions that empower millions of families."
Hovi,https://websummit.com/appearances/lis24/cfd6bfe2-1fa1-4f5e-a891-1e419b7a50c7/hovi,Finland,SaaS,"{'linkedin': 'https://www.linkedin.com/company/hovi-id', 'crunchbase': 'https://www.crunchbase.com/organization/hovi-55d5', 'com/hovi_id': 'https://x.com/hovi_id', 'id': 'https://hovi.id'}",Seamlessly integrate self-sovereign identity to issue/verify digital credentials with several identity providers. Explore reusable identity.
How to Change the World,https://websummit.com/appearances/lis24/bc330bd6-bc70-4767-9751-afcdabd74d2c/how-to-change-the-world,United Kingdom,Education,"{'linkedin': 'https://www.linkedin.com/company/howtochangetheworld', 'how-to-change-the-world': 'https://www.how-to-change-the-world.org/'}",Transforming careers for a sustainable future – and building the tech to revolutionise online experiential learning at scale.
HR PANORAMA,https://websummit.com/appearances/lis24/792282ac-334c-4a08-ae9e-870639d4d7c9/hr-panorama,Poland,HR & recruitment,"{'linkedin': 'https://www.linkedin.com/company/hrpanorama', 'com/https': 'https://twitter.com/https', 'facebook': 'https://www.facebook.com/hrpanoramacom', 'com': 'https://hrpanorama.com'}",Everything you need to manage your HR in one place. Simplify. Streamline. Succeed.
Human Bridge AI,https://websummit.com/appearances/lis24/e0719f89-3f1c-434a-9302-3e73b2091247/human-bridge-ai,Spain,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/humanbridgeai', 'com/HumanBridgeAI': 'https://x.com/HumanBridgeAI', 'humanbridge': 'https://www.humanbridge.ai'}","PhD-level AI search engine for enterprise that in 5' generates Deep, Accurate and Traceable long-format reports on any topic."
HUMIVERSO,https://websummit.com/appearances/lis24/96f20482-9078-4d0e-8cd6-f7f24d3ecb86/humiverso,Portugal,Sustainability & cleantech,"{'linkedin': 'https://www.linkedin.com/company/humiverso', 'com/humiverso': 'https://instagram.com/humiverso.oficial', 'facebook': 'https://www.facebook.com/profile.php?id=61556838279114', 'com': 'https://humiverso.com'}","Cutting edge, modular, flow-through vermicomposters to convert organic waste into organic fertilizer, enabling local circular economies."
HYBE,https://websummit.com/appearances/lis24/dff6817c-4170-4e26-b7e7-730dce5b60b3/hybe,Germany,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/hybe-io', 'io': 'https://hybe.io'}",Mobile programmatic DSP empowered by AI. Designed to make it simple for app developers to identify and communicate with their users.
Hypera AI,https://websummit.com/appearances/lis24/86596693-b567-45e1-b241-15210821b9dc/hypera-ai,Türkiye,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/hypera-ai', 'crunchbase': 'https://www.crunchbase.com/organization/hypera-ai', 'studio': 'https://hypera.studio'}","Hypera uses AI to redefine user experiences, merging computer vision and generative AI to innovate in beauty, wellness, and gaming."
Hypex,https://websummit.com/appearances/lis24/25d2e8d4-3f2f-49f2-b129-55cb61be9060/hypex,Italy,Entertainment & media,"{'linkedin': 'https://www.linkedin.com/company/hypex-srl', 'hypex': 'https://www.hypex.video'}",HYPer EXperiences | We transform standard videos into engaging educational movie-games with our international patent in video-interactivity.
HYR,https://websummit.com/appearances/lis24/ad0135df-b6eb-4b66-9131-36ab699a5556/hyr,Portugal,Travel & hospitality,"{'linkedin': 'https://www.linkedin.com/company/hyr-travel', 'com/hyr': 'https://instagram.com/hyr.travel', 'ee/hyr_app': 'https://linktr.ee/hyr_app'}","Global marketplace of virtual tours for museums, art galleries and other cultural spots, making tourism more accessible and sustainable."
I Made a Bug,https://websummit.com/appearances/lis24/2999540d-27e7-4220-9357-c7be1aac116b/i-made-a-bug,Portugal,"Gaming, VR & AR","{'linkedin': 'https://www.linkedin.com/company/imadeabug', 'com/imadeabug': 'https://instagram.com/imadeabug', 'com/IMadeABug': 'https://x.com/IMadeABug', 'facebook': 'https://www.facebook.com/profile.php?id=61563982405959', 'com': 'https://imadeabug.com'}","We designe our games with everyone in mind! Easy to learn for casual fun, but challenging enough to master for those who crave competition."
i46 s.r.o,https://websummit.com/appearances/lis24/6e25206d-0fdf-4b0f-a611-b342e0bb7ae7/i46-s.r.o,Czechia,SaaS,"{'linkedin': 'https://www.linkedin.com/company/i46', 'i46': 'https://www.i46.cz/'}","i46 helps IoT device makers comply with the EU's Cyber Resilience Act & obtain their CE labels, ensuring the security of connected products."
I9NURSING,https://websummit.com/appearances/lis24/75e222f1-c3a6-4853-aecf-a466475c7612/i9nursing,Brazil,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/tecnort/posts/?feedView=all', 'com/i9nursing': 'https://instagram.com/i9nursing', 'facebook': 'https://www.facebook.com/profile.php?id=100076247199493&mibextid=ZbWKwL', 'com': 'https://i9nursing.com.br'}",Boost employee wellness with our AI SaaS! Ensure foot health and prevent amputations through expert clinical podiatry solutions.
IA SENSE,https://websummit.com/appearances/lis24/b702b549-2755-497f-9989-5dfc5d16499e/ia-sense,Brazil,AI & machine learning,"{'co/0': 'https://angel.co/0', 'linkedin': 'https://www.linkedin.com/company/ia-sense/posts/?feedView=all', 'crunchbase': 'https://www.crunchbase.com/organization/0', 'com/ia': 'https://instagram.com/ia.sense', 'facebook': 'https://www.facebook.com/0', 'iasense': 'https://www.iasense.com.br'}","Revolutionizing industries with computer vision power: if it can be seen, we can count, measure, optimize, and drive profit."
IABAI,https://websummit.com/appearances/lis24/64ec12f7-eb65-4352-8565-f1fd16503421/iabai,France,SaaS,"{'linkedin': 'https://www.linkedin.com/company/iab-ai', 'com/ia': 'https://instagram.com/ia.b.ai/#', 'iab': 'https://www.iab.ai'}","Offering SaaS, consulting & software dev service. Bringing an innovative BPA solution with new tech to market and looking for investors."
iAgreen - Environmental Preservation,https://websummit.com/appearances/lis24/4e5a8fe0-3fd9-495f-9602-737835b1550e/iagreen---environmental-preservation,Brazil,Agritech & foodtech,"{'linkedin': 'https://www.linkedin.com/company/102970109', 'com/iagreen': 'https://instagram.com/iagreen.tech', 'tech': 'https://iagreen.tech', 'facebook': 'https://www.facebook.com/iagreen.tech'}","Technology, blockchain and artificial intelligence for the regeneration of the planet with the support of the community."
iCareer,https://websummit.com/appearances/lis24/24072737-0ec0-4f37-ad07-b29d3752bc49/icareer,Egypt,Education,"{'linkedin': 'https://www.linkedin.com/company/icareereg', 'com/icareer': 'https://instagram.com/icareer.eg', 'facebook': 'https://www.facebook.com/iCareerEgy', 'ai/': 'https://icareer.ai/'}","The first virtual career center in MENA region. Connecting universities, employers, students, and job seekers in one platform"
Ice Candle,https://websummit.com/appearances/lis24/a17f51a5-e4a3-4c4c-863a-85959744f992/ice-candle,Ukraine,Energy & utilities,"{'com/Ice_Candle_UA': 'https://twitter.com/Ice_Candle_UA', 'com': 'http://icecandle.com.ua'}","Easily ignite, control, and extinguish flames via your phone or smart home. Elevate your ambiance!"
iCook,https://websummit.com/appearances/lis24/5fb8dc33-918a-4c05-9e88-0c978f710e49/icook,United Kingdom,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/icookhealth', 'crunchbase': 'https://www.crunchbase.com/organization/icook-ltd', 'com/icook': 'https://instagram.com/icook.health', 'com/iCookHealth': 'https://x.com/iCookHealth', 'icook': 'https://www.icook.health'}","AI-powered meal planner, grocery shopping assistant, and nutrition guide. Science-backed, designed for your health."
IDCanopy,https://websummit.com/appearances/lis24/10fafbcc-92f3-47b1-bb27-c187706e219e/idcanopy,Austria,Fintech & financial services,"{'linkedin': 'https://www.linkedin.com/company/idcanopy', 'crunchbase': 'https://www.crunchbase.com/organization/idcanopy', 'com/idcanopy': 'https://x.com/idcanopy', 'com': 'https://idcanopy.com'}",The all-in-one solution streamlining global identity and compliance with an unified platform
Idvex,https://websummit.com/appearances/lis24/bf84f4e7-c82c-4dba-bd22-b8a787003ac4/idvex,Spain,Security,"{'linkedin': 'https://www.linkedin.com/company/idvex', 'eu': 'https://idvex.eu'}",The most advanced tool to check and identify vehicles “on the road”
IEXFY,https://websummit.com/appearances/lis24/7f0bb7c2-0877-4aa4-88da-f1e9134a65b2/iexfy,Brazil,SaaS,{'com': 'https://iexfy.com'},"We transform sales intelligence operations with technology & AI for customers like 3M, Petrobras, BD, Phibro, Guerbet and Perfetti Van Melle"
IgniSign,https://websummit.com/appearances/lis24/e447eea9-2bea-4254-9f01-3e8e76e8796f/ignisign,Luxembourg,Security,"{'linkedin': 'https://www.linkedin.com/company/ignisign/?viewAsMember=true', 'crunchbase': 'https://www.crunchbase.com/organization/ignisign', 'io/': 'https://ignisign.io/'}","Electronic signature and validation API, legally binding, easy to integrate, price competitive"
iiContent Inc,https://websummit.com/appearances/lis24/be587086-1cfe-443a-89aa-8317479f4dce/iicontent-inc,Canada,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/iicontent', 'com/iicontent': 'https://x.com/iicontent', 'com/': 'https://iicontent.com/'}","Creating Agents that help you Ideate, research, craft, and share faster than ever"
iknowly,https://websummit.com/appearances/lis24/467810a2-9c9c-4a91-b77c-b80e8150347e/iknowly,Germany,SaaS,"{'linkedin': 'https://www.linkedin.com/company/iknowly/?viewAsMember=true', 'com/media_iknowly': 'https://x.com/media_iknowly', 'com/': 'https://iknowly.com/'}",A Germany-based platform connecting individuals with top consultants from leading companies to boost career growth and skill development.
IKOL,https://websummit.com/appearances/lis24/f4f51983-311e-44db-b29c-f6476bc101e5/ikol,United States,SaaS,"{'com/IKOL_INC': 'https://x.com/IKOL_INC', 'com': 'https://ikol.com'}",IKOL AI for Business: E-commerce & Booking Software Powered by AI
iLicensing.io,https://websummit.com/appearances/lis24/a085ef2a-d5ee-41af-aa38-75f2b49f7296/ilicensing.io,Austria,SaaS,"{'com/ilicensing': 'https://instagram.com/ilicensing.io?igsh=MWdlN2ZtZGUwOWNoZA%3D%3D&utm_source=qr', 'com/ilicensingio': 'https://x.com/ilicensingio', 'ilicensing': 'https://www.ilicensing.io'}",Patented solution streamlines intellectual property licensing and cuts licensing time for metaverses & businesses from 4 weeks to 15 min
Illumo Robotics,https://websummit.com/appearances/lis24/8fd0754a-3105-47be-bce7-0a089cf77cf7/illumo-robotics,France,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/in/andrea-ingl%C3%A9s-95270a5a', 'crunchbase': 'https://www.crunchbase.com/organization/illumo-robotics', 'illumo': 'https://www.illumo.ai'}",Boost profits with fast and flexible picking robots for e-commerce. Our tech brings speed and robustness to fulfillment—ready to scale?
Illusion,https://websummit.com/appearances/lis24/0d6b3ac5-f773-4229-b7d7-1dd14229a11b/illusion,Portugal,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/illusion-generative-ai', 'com/Illusionai_': 'https://twitter.com/Illusionai_', 'ws/': 'https://illusion.ws/'}",No-Code | Create Internal Apps with Generative AI.
Ilyas,https://websummit.com/appearances/lis24/102595a5-b7b5-4875-8c11-eb8f2459c5ed/ilyas,United States,SaaS,{'ai': 'https://ilyas.ai'},AI IT Architect ERP
IMAGI Health,https://websummit.com/appearances/lis24/27307cc8-c534-498b-9282-c18ab303ed26/imagi-health,Portugal,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/imagivr', 'com/imagi': 'https://instagram.com/imagi.health?igsh=NmVqMWhnYm9obGE2', 'pt': 'https://imagi-health.pt'}",IMAGI Health aims to revolutionize pediatric chronic pain management leveraging virtual reality techniques and hypnotherapy exercises.
iMe,https://websummit.com/appearances/lis24/4fdc53c0-7cf4-4aa5-80ac-8b39d62b000a/ime,United Kingdom,SaaS,"{'linkedin': 'https://www.linkedin.com/company/ime-life', 'life': 'https://imework.life'}","Gaps in your workday? Our AI syncs with your work calendar, health data, and goals to fill them with personalised healthy activities."
Immersionn,https://websummit.com/appearances/lis24/2ff103b3-e800-4886-8a46-d01d8a393e20/immersionn,United Kingdom,"Gaming, VR & AR","{'linkedin': 'https://www.linkedin.com/company/immersionn', 'com/immersionnltd': 'https://instagram.com/immersionnltd', 'com/immersionnn': 'https://x.com/immersionnn', 'com': 'https://immersionn.com'}",Immersive Technologies Solution Provider. Enhancing business performance & capturing customer attention.
immerzion Developments Ltd,https://websummit.com/appearances/lis24/6589b676-60ea-443a-8354-15e5149f9acd/immerzion-developments-ltd,United Kingdom,"Gaming, VR & AR","{'linkedin': 'https://www.linkedin.com/company/immerzion-developments-ltd', 'com/company/immerzion-developments-ltd': 'https://linkedin.com/company/immerzion-developments-ltd', 'immerziondevelopments': 'https://www.immerziondevelopments.com'}","We create honest, bold & rewarding immersive experiences that bring customers closer to brands."
immoflow GmbH,https://websummit.com/appearances/lis24/0e7e5a23-9914-4280-a2b0-0657f1741c36/immoflow-gmbh,Germany,Proptech & real estate,"{'linkedin': 'https://www.linkedin.com/in/immoflow-gmbh-615672302', 'com/immoflow': 'https://instagram.com/immoflow.io', 'io/software': 'https://immoflow.io/software'}","Managing payments? Communicating with tenants? With IMMOFLOW, you'll have more time for what really matters: Netflix and snacks! 🍿🏠"
IMMUDAT,https://websummit.com/appearances/lis24/43db2df0-6ee5-4f5f-9e80-fc7ffb74b0c3/immudat,United Arab Emirates,Web3,"{'linkedin': 'https://www.linkedin.com/company/immudat', 'io': 'https://immudat.io'}",WEB3 storage service to guarantee you data ownership and confirmed data immutability
Impact Advantage,https://websummit.com/appearances/lis24/2c883ee0-8aa5-4b58-a08d-6cf736c5cdb0/impact-advantage,United Kingdom,Sustainability & cleantech,"{'linkedin': 'https://www.linkedin.com/in/jimmycockerton', 'impactadvantage': 'https://www.impactadvantage.co.uk'}","Impact.AI provides monetised impact measurement unlocking your hidden value, enabling you to stand out from the competition"
ImpersonAlly,https://websummit.com/appearances/lis24/433e9f4b-ba35-4ea5-954e-fcd4a8cf108f/impersonally,United Kingdom,SaaS,"{'linkedin': 'https://www.linkedin.com/company/impersonally', 'crunchbase': 'https://www.crunchbase.com/organization/impersonally', 'io': 'https://impersonally.io'}","We protect brands from Impersonation, Phishing and Misinformation done with ads, social media and more."
Impierce Technologies,https://websummit.com/appearances/lis24/92b13f30-6c61-4492-8d0c-7d1771d2f3c5/impierce-technologies,Netherlands,Web3,"{'linkedin': 'https://www.linkedin.com/company/impierce-tech', 'com/ImpierceTech': 'https://twitter.com/ImpierceTech', 'impierce': 'https://www.impierce.com/'}","Our next-gen digital identity solutions empower individuals and companies to navigate digital ecosystems with privacy, trust, and security."
IMPRESSO,https://websummit.com/appearances/lis24/e3cf8409-2b9d-4ddb-9b19-e123863ca7d9/impresso,Switzerland,Web3,"{'co/company/impressoapp': 'https://angel.co/company/impressoapp', 'linkedin': 'https://www.linkedin.com/company/impresso', 'crunchbase': 'https://www.crunchbase.com/organization/impresso-labs', 'com/impresso': 'https://instagram.com/impresso.app', 'com/impresso_app': 'https://x.com/impresso_app', 'facebook': 'https://www.facebook.com/theimpressoapp', 'impressoapp': 'https://www.impressoapp.com'}","AI driven career coaching, achievement validation, and real-world networking. Get invited to jobs instead of applying, powered by Crypto."
Improvy OÜ,https://websummit.com/appearances/lis24/050dee8b-21d6-4720-baf4-afd23220038d/improvy-o%C3%BC,Estonia,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/improvy', 'crunchbase': 'https://www.crunchbase.com/organization/improvy-o%C3%BC', 'co': 'https://improvy.co'}",Building an AI-driven tools for a better messaging experience
In(k)Control,https://websummit.com/appearances/lis24/b7554190-d39b-461a-a10c-8327439735f0/in(k)control,Belgium,Sustainability & cleantech,{'inkcontrol': 'https://www.inkcontrol.be'},"DID YOU KNOW YOU CAN'T TRUST YOUR PRINTER? UNCOMPROMISED QUALITY, UNPRECEDENTED SAVINGS"
incaseof.law,https://websummit.com/appearances/lis24/42a329b0-3a4b-4d22-8ca4-8ab1f1c72f94/incaseof.law,Austria,Legal & professional services,{'incaseof': 'https://www.incaseof.law/'},Streamline your debt management with incaseof.law: all-in-one platform for seamless end-to-end solutions in out-of-court and court processes
InclusivitEasy,https://websummit.com/appearances/lis24/a63c6225-990f-4d36-a4b7-45b60f39ae01/inclusiviteasy,Portugal,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/inclusiviteasy', 'inclusiviteasy': 'https://www.inclusiviteasy.com'}",We Make Inclusivity Easy!
incorpo studio,https://websummit.com/appearances/lis24/2c0d9770-1f37-44bd-9b77-d87f4679efd4/incorpo-studio,Switzerland,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/incorpostudio', 'com/incorpostudio': 'https://instagram.com/incorpostudio', 'facebook': 'https://www.facebook.com/incorpostudio', 'com/': 'https://incorpostudio.com/'}","For corporate wellness, we provide personalized, research-based exercise programs that alleviate back pain and boost overall well-being."
Incrypteon,https://websummit.com/appearances/lis24/365603e4-3a8f-4a62-8003-2c2283763c30/incrypteon,United Kingdom,Security,{'com': 'https://incrypteon.com'},"Get Post Quantum & AI Secure, achieving full NIST compliance & Perfect Secrecy, with just 3 lines of code, retaining full Crypto Agility"
Indepia,https://websummit.com/appearances/lis24/1a3c38bf-eda4-4739-be46-f3e1c2e8e957/indepia,France,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/indepia', 'indepia': 'https://www.indepia.com'}","Indepia connects companies with talents, whether long-term for large firms or short-term for SMEs. Our AI finds the ideal match in under 24."
Indie Seguros,https://websummit.com/appearances/lis24/5f18ec3d-6cd1-4643-9c2a-1bc2b5cf4b3d/indie-seguros,Portugal,Fintech & financial services,"{'linkedin': 'https://www.linkedin.com/company/indieseguros', 'com/indieseguros': 'https://twitter.com/indieseguros', 'pt': 'https://indie.pt'}","Insurance for the digital economy: real-time, tailored insurance solutions, charged per minute or per task, and integrated via APIs."
INDOMINUS ADVANCED SOLUTIONS,https://websummit.com/appearances/lis24/c46369db-ac53-4b4f-b103-ffba5afc9859/indominus-advanced-solutions,Spain,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/indominusadvancedsolutions', 'dentalfem': 'https://www.dentalfem.com'}",DentalFEM: web software tool for patient-specific biomechanical optimization of dental implant treatments
Indulge Me,https://websummit.com/appearances/lis24/70b3fa40-17a0-4b05-a861-5386d2530f0f/indulge-me,Brazil,"Gaming, VR & AR","{'linkedin': 'https://www.linkedin.com/company/indulgeme', 'com/indulgemegames': 'https://instagram.com/indulgemegames', 'com/Indulgemeapp_': 'https://x.com/Indulgemeapp_', 'app/': 'https://indulgeme.app/'}","Indulge Me is a no-code game development platform changing tourism with gamified, immersive experiences for cultural centers, and events."
Infinite Loop Development Ltd,https://websummit.com/appearances/lis24/2cc901e7-9f29-4631-aaca-c80264e12ba5/infinite-loop-development-ltd,Ireland,SaaS,"{'linkedin': 'https://www.linkedin.com/company/infinite-loop-development-ltd', 'com/webtropy': 'https://x.com/webtropy', 'facebook': 'https://www.facebook.com/infiniteLoopDevelopment', 'com': 'https://VehicleRegistrationAPI.com'}","An API for Vehicle License plate data in 54 Countries worldwide. Determine the Make, Model and VIN of any car from it's plate in seconds"
Infinite∞Ad,https://websummit.com/appearances/lis24/f68a8b1d-92b6-4b07-82cf-ce1fc642d519/infinite%E2%88%9Ead,Hungary,"Advertising, content & marketing","{'linkedin': 'https://www.linkedin.com/company/96069352', 'com/infinite': 'https://instagram.com/infinite.ad.official', 'ad': 'https://infinite.ad', 'facebook': 'https://www.facebook.com/infinite.ad.official'}",The Infinite∞Ad AI-powered ad manager leverages your Facebook and Instagram posts to effectively promote your product or service.
Infrablix,https://websummit.com/appearances/lis24/84a289f0-4da1-48e3-bdca-7eec38cd001b/infrablix,United States,Web3,"{'com/Infrablix': 'https://x.com/Infrablix', 'io/': 'https://infrablix.io/'}",Deploy. Manage. Customize. Blockchain Made Easy.
Infratoken,https://websummit.com/appearances/lis24/f99d883c-867d-4a3c-856f-5e2b8dc9fe14/infratoken,Brazil,Fintech & financial services,"{'linkedin': 'https://www.linkedin.com/company/94857758', 'app': 'https://infratoken.app'}","We provide financial institutions with an easy-to-use platform for secure, compliant tokenization, making blockchain adoption simple"
INGENIUS,https://websummit.com/appearances/lis24/8519f12e-053f-4a3c-a2ca-6d2be8d137f5/ingenius,Netherlands,AI & machine learning,"{'nl': 'https://www.nl.linkedin.com/company/thisisingenius', 'com/ingenius_ai': 'https://x.com/ingenius_ai', 'ingenius': 'https://www.ingenius.ai'}","AI-driven B2B SaaS for creating and delivering hyper-personalised organisational learning, making it faster, better, and frictionless."
Inheaden,https://websummit.com/appearances/lis24/76909606-3afc-44b7-93d7-eaaa573928ad/inheaden,Germany,Telecommunications & IT,"{'linkedin': 'https://www.linkedin.com/company/inheaden', 'com/inheaden': 'https://x.com/inheaden', 'io': 'https://inheaden.io'}",We empower ideas using design driven software development.
Inheart.memorial,https://websummit.com/appearances/lis24/e948482a-a688-49fc-b773-297b927304d0/inheart.memorial,Ukraine,Social media & networking,"{'linkedin': 'https://www.linkedin.com/in/alexandr-sydorov', 'com/inheart': 'https://instagram.com/inheart.memorial', 'com/alex_sydorov': 'https://x.com/alex_sydorov', 'facebook': 'https://www.facebook.com/groups/5364668576971350', 'inheart': 'https://www.inheart.memorial/'}","Digital memorial service preserving memories of the departed, including burial coordinates, biography, photos, videos, and social media"
inncivio,https://websummit.com/appearances/lis24/4e748379-95b6-4f44-9ad6-f1a64c544836/inncivio,United Kingdom,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/inncivio', 'crunchbase': 'https://www.crunchbase.com/organization/inncivio', 'com/inncivio': 'https://x.com/inncivio', 'facebook': 'https://www.facebook.com/people/Inncivio/61551880755048', 'inncivio': 'https://www.inncivio.com/'}",AI-powered learning infrastructure for businesses
Innereo,https://websummit.com/appearances/lis24/6d613b4f-003c-4940-b413-691b47489a3c/innereo,Italy,AI & machine learning,"{'com/innereo': 'https://x.com/innereo', 'ai/': 'https://innereo.ai/'}","Innereo uses AI-driven music therapy to reduce stress and boost focus, tailoring real-time experiences based on biometric data."
Innomeda,https://websummit.com/appearances/lis24/7e09ccbc-ecfe-41b4-8d1e-f8199ed443dc/innomeda,Germany,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/klinikradar', 'com/klinikradar': 'https://instagram.com/klinikradar', 'facebook': 'https://www.facebook.com/Klinikradar', 'de/': 'https://klinikradar.de/'}","Germany's leading patient platform: Klinikradar.de with 6M+ visitors. AI-optimized digital patient journeys, insights and data analytics."
Innovation Kapital K,https://websummit.com/appearances/lis24/b763833c-9b21-450b-b7bd-ae1eb7d1e172/innovation-kapital-k,Canada,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/innovation-kapital-k', 'innovation-kk': 'https://www.innovation-kk.ca'}","Empowering SMEs with AI expertise. Our GenAI, Machine and Deep Learning solutions turn your data into actionable insights and innovation."
